Shelfmark,Contents,Link to Digitised Manuscripts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11848,Gospels,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11849,"The Four Gospels preceded by St Jerome prologues and the Eusebian Canon tables
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Add MS 11850
","The Four Gospels (the Préaux Gospels) preceded by St Jerome and Pseudo-Jerome's prologues; Eusebius's epistle to Carpianus and the Eusebian Canon tables
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11853,The Pauline Epistles with Gloss,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11859,"Palimpsest, containing an Euchologion (Ritual), written over a New Testament (11th century; Gregory-Aland 1274",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11860,Palimpsest,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11861,Selections from Εὐχολόγιον ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11868A,"Gregory of Nyssa, In inscriptiones Psalmorum ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11868A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11868B,Fragments of the Gospel of Matthew ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11868B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11869,Apophegmata Patrum ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11870,"Symeon Metaphrastes, Saints' Lives for the month of September ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11871,"Euthymius Zigabenus, Orthodoxae fidei panoplia dogmatica ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Add MS 11873 
","Augustine of Hippo, In Epistolam Joannis Ad Parthos Tractatus Decem, DeDoctrina Christiana, Liber de vera religione 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11878,"Gregory the Great, Moralia in Job, books 23-24:11 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11883,"Petrus Riga, Aurora",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11884,"Xenophon, Anabasis ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11885,"Theocritus, Idyllia; Moschus, Works; Virgil, Eclogae ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11886,"Aratus, Phaenomena ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11887,"Epictetus, Enchiridion ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11888,"Pseudo-Galen, Definitiones medicae; Galen, De usu partium ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11889,"Philostratus, Imagines; Nicolaus, Progymnasmata; Aphthonius, Progymnasmata",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11890,"Oppian of Cilicia, scholia on Halieutica ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11891,Works of Pythagoras and Georgios Gemistus Plethon ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11892,"Suda, Lexicon ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11893,"Suda, Lexicon ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11894,"Gregorius Pardus, Περὶ διαλέκτων ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11895,"Collection of Greek and Latin inscriptions, copied by Joseph Ames ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11943,"Macrobius, Commentarii in Ciceronis Somnium Scipionis 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 11983,"Seneca the Younger, De Clementia, Apocolocyntosis or Ludus de Morte Claudii, Proverbia, De Beneficiis; Publilius Syrus, Proverbia Senecae Secundum Ordinem Alphabeti; Ausonius, Versus de Duodecim Caesarum, Tetrasticha; Epitaphium Senecae; anonymous verses in praise of England; Marbod of Rennes, De Ornamentis Verborum; Pseudo-Apuleius, Ad Asclepium de Helena",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_11983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 12042,"Guillaume de Lorris and Jean de Meun, Roman de la Rose
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_12042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 12049,"Sir John Harington, Collection of poetry and prose",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_12049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 12060,Lord Morley's account of the miracles of the sacrament,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_12060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 12080,Printed New Testament ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_12080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 12081,Printed Greek Grammar ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_12081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 12182,"Aristophanes, Comedies ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_12182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 12228,Meliadus or Guiron le Courtois ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_12228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 12531/1,Leaves from the Genealogy of the Royal Houses of Spain and Portugal (the 'Portuguese Genealogy'),http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_12531/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 12531/2,Leaves from the Genealogy of the Royal Houses of Spain and Portugal (the 'Portuguese Genealogy'),http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_12531/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 12531/3,Leaves from the Genealogy of the Royal Houses of Spain and Portugal (the 'Portuguese Genealogy'),http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_12531/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 13961,"Noel de Fribois, Abregé des croniques de France",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_13961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 14028,Diplomatic papers and collections of Robert Beale,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_14028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 14063,Psalter ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_14063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 14066,Homiliary for liturgical use in a Church ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_14066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 14080,"Aristotle, Ethica Nicomachea; Aristotle, Magna moralia ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_14080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 14083,Greek-Latin Lexicon ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_14083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 14250,"Bede, Historia ecclesiastica gentis Anglorum; Plympton annals for the years 1066-1177 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_14250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 14252,"Ranulf de Glanvill, Tractatus de Legibus et Consuetudinibus Regni Anglie; ‘Prester John’, Epistola Manueli Comneno Imperatori Graecorum; Hildebert of Lavardin, De Tribus Mortuis a Christo Suscitatis; a prose description of England based on Henry of Huntingdon’s Historia Anglorum; Laws related to the Commune of London; genealogies",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_14252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 14770,"John Chrysostom, In epistulam ad Hebraeos; John Chrysostom, In epistulam i ad Corinthios ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_14770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 14771,"Gregory of Nazianzus, Orations ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_14771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 14772,"Gregory of Nazianzus, Orationes ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_14772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 14773,Greek Lexicon ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_14773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 14774,Four Gospels ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_14774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 14784,"St Augustine, De nuptiis et concupiscentia; St Augustine, De perfectione iustitiae hominis; St Augustine, De cathechizandis rudibus 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_14784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 14788,"Bible ('The Parc Abbey Bible'), Volume 1",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_14788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 14789,"Bible ('The Parc Abbey Bible'), Volume 2",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_14789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 14790,"Bible ('The Parc Abbey Bible'), Volume 3",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_14790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15029,"Letter and poems addressed to Shute Barrington, Bishop of Llandaff ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15219,"Bede, De locis sanctis, Interpretatio nominum Graecorum, and Interpretatio nominum Hebraeorum; Pseudo-Antoninus of Piacenza, De locis terrae sanctae",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15222,Ordo with a decretum of Gelasius,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15225,Religious poems and songs,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15229,Le Roman de Renart,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15232,Verse miscellany ('The Bright MS'),http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15242,"Emperor Leo VI, Tactica; Aelianus, Tactica ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15243,"Apocalypse, in German",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15248,Bible moralisée,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15254,The first volume of a five-part Latin Bible,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15268,Histoire ancienne jusqu'à César,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15276,"Heron Byzantius, De strategematibus; Heron Byzantius, Γεωδαισία ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15277,"'The Paduan Bible Picture Book'
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15281,Prayer Book of Sigismund I of Poland,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15304,"The Four Gospels preceded by the Eusebian Canon tables (incomplete) and St Jerome's prologues 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15315,Collection of canons ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15350,Codex Wintoniensis (The St Swithun Cartulary),http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15350/1,"Former covers of Add MS 15350, removed in 1961, now kept separately. They consist of Romanesque pink-dyed leather over wooden covers, blind-tooled, with geometric, zoomorphic and foliate decoration.",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15350/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15410,"A fifteenth-century manuscript containing Old Testament books from a Dutch History Bible, featuring commentary from the Historia Scholastica by the French theologian Peter Comestor (d. 1179). 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15422,Works of Naucratius and Germanos,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15435,"Theodore Studite, Works ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15436,"Xenophon, Cyropaedia ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15581,Four Gospels ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15600,"Decimus Junius Juvenal, Satires with scholia",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15601,"Boethius, Consolatio Philosophiae; Lupus Servatus, De Metris Boetii Libellus; Aulus Persius Flaccus, Saturae; Commentary on Persius’ Satires; Calcidius, Commentary on Plato’s Timaeus; Prudentius, Psychomachia, Cathemerinon; a short tract on prosody and meter; Baebius Italicus, Ilias Latina",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15602,"Pseudo-Amalarius of Metz, Institutio Canonicorum Aquisgranensis",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Add MS 15603 
","Isidore of Seville, Etymologiae 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Add MS 15606
",Anthology of religious and didactic texts,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15649,"Roll of New Year’s Gifts given by and to King James I, 1 Jan 1605, at the Palace of Westminster",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15685,"Jacobus de Cessolis, Liber de moribus hominum et officiis nobilium ac popularium super ludo scaccorum; Libellus moralis Senece; Liber moralis de quatuor virtutibus cardinalibus; Liber septem philosophorum (The Seven Sages of Rome)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15689,Bamberg Cathedral vestments etc,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15705,"Biblia pauperum 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15710,The Life and Miracles of St. Francis of Assisi,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Add MS 15722 
","Liturgical hymns and sermons 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15732,"Geoffrey of Monmouth, Historia Regum Britanniae 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15736,"Friendship album of George Andrew, Freiherr von Herberstein",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15760,"Henricus Martellus Germanus, Insularium illustratum",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15821,"Pierre Bersuire, Ovidius moralizatus",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 15891,"Copies of letters received by Sir Christopher Hatton, along with miscellaneous 17th-century papers",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_15891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 16183,Four Gospels ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_16183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 16184,New Testament ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_16184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 16398,Menaion for December ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_16398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 16405,"Nicephorus Gregoras, Historiae Romana and Antirrhetica priora ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_16405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 16409,Planudean Anthology ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_16409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 16414,"Pseudo-Castor of Apt, Epistula ad Cassianum; John Cassian, De institutis coenobiorum; John Cassian, Collationes; John Cassian, De incarnatione Domini contra Nestorium 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_16414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Add MS 16438 
","Niccolò da Correggio, Cephalo; Angelus Politianus, Orfeo 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_16438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 16605,"Sacramentarium Gregorianum with supplements by Benedict of Aniane 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_16605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 16606,"Gregorius the Great, Dialogi; Ephraim the Syrian, Sermons 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_16606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 16912,Extracts by Ismael Boulliau from Greek and Latin manuscripts ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_16912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 16918,"Usuard, Martyrology; lections for Sundays and liturgical feasts",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_16918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 16943,Four Gospels ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_16943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 16961,"Smaragdus of Saint-Mihiel, Commentary on the Rule of St Benedict",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_16961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add MS 16962,"Flavius Magnus Aurelius Cassiodorus, Expositio psalmorum CI-CL 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_16962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
